name,collection,path,repo_url,license,version,author,has_frontmatter,is_template,duplicate_of,description
venue-templates,claude-scientific-writer,skills/claude-scientific-writer/scientific_writer/.claude/skills/venue-templates/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/venue-templates/SKILL.md,"Access comprehensive LaTeX templates, formatting requirements, and submission guidelines for major scientific publication venues (Nature, Science, PLOS, IEEE, ACM), academic conferences (NeurIPS, ICML, CVPR, CHI), research posters, and grant proposals (NSF, NIH, DOE, DARPA). This skill should be used when preparing manuscripts for journal submission, conference papers, research posters, or grant proposals and need venue-specific formatting requirements and templates."
citation-management,claude-scientific-writer,skills/claude-scientific-writer/skills/citation-management/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/citation-management/SKILL.md,"Comprehensive citation management for academic research. Search Google Scholar and PubMed for papers, extract accurate metadata, validate citations, and generate properly formatted BibTeX entries. This skill should be used when you need to find papers, verify citation information, convert DOIs to BibTeX, or ensure reference accuracy in scientific writing."
clinical-decision-support,claude-scientific-writer,skills/claude-scientific-writer/skills/clinical-decision-support/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/clinical-decision-support/SKILL.md,"Generate professional clinical decision support (CDS) documents for pharmaceutical and clinical research settings, including patient cohort analyses (biomarker-stratified with outcomes) and treatment recommendation reports (evidence-based guidelines with decision algorithms). Supports GRADE evidence grading, statistical analysis (hazard ratios, survival curves, waterfall plots), biomarker integration, and regulatory compliance. Outputs publication-ready LaTeX/PDF format optimized for drug development, clinical research, and evidence synthesis."
clinical-reports,claude-scientific-writer,skills/claude-scientific-writer/skills/clinical-reports/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/clinical-reports/SKILL.md,"Write comprehensive clinical reports including case reports (CARE guidelines), diagnostic reports (radiology/pathology/lab), clinical trial reports (ICH-E3, SAE, CSR), and patient documentation (SOAP, H&P, discharge summaries). Full support with templates, regulatory compliance (HIPAA, FDA, ICH-GCP), and validation tools."
docx,claude-scientific-writer,skills/claude-scientific-writer/skills/document-skills/docx/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,Proprietary. LICENSE.txt has complete terms,,,True,False,skills/claude-scientific-writer/.claude/skills/document-skills/docx/SKILL.md,"Document toolkit (.docx). Create/edit documents, tracked changes, comments, formatting preservation, text extraction, for professional document processing."
pdf,claude-scientific-writer,skills/claude-scientific-writer/skills/document-skills/pdf/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,Proprietary. LICENSE.txt has complete terms,,,True,False,skills/claude-scientific-writer/.claude/skills/document-skills/pdf/SKILL.md,"PDF manipulation toolkit. Extract text/tables, create PDFs, merge/split, fill forms, for programmatic document processing and analysis."
pptx,claude-scientific-writer,skills/claude-scientific-writer/skills/document-skills/pptx/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,Proprietary. LICENSE.txt has complete terms,,,True,False,skills/claude-scientific-writer/.claude/skills/document-skills/pptx/SKILL.md,"Presentation toolkit (.pptx). Create/edit slides, layouts, content, speaker notes, comments, for programmatic presentation creation and modification."
xlsx,claude-scientific-writer,skills/claude-scientific-writer/skills/document-skills/xlsx/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,Proprietary. LICENSE.txt has complete terms,,,True,False,skills/claude-scientific-writer/.claude/skills/document-skills/xlsx/SKILL.md,"Spreadsheet toolkit (.xlsx/.csv). Create/edit with formulas/formatting, analyze data, visualization, recalculate formulas, for spreadsheet processing and analysis."
generate-image,claude-scientific-writer,skills/claude-scientific-writer/skills/generate-image/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/generate-image/SKILL.md,"Generate or edit images using AI models (FLUX, Gemini). Use for general-purpose image generation including photos, illustrations, artwork, visual assets, concept art, and any image that isn't a technical diagram or schematic. For flowcharts, circuits, pathways, and technical diagrams, use the scientific-schematics skill instead."
hypothesis-generation,claude-scientific-writer,skills/claude-scientific-writer/skills/hypothesis-generation/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/hypothesis-generation/SKILL.md,"Generate testable hypotheses. Formulate from observations, design experiments, explore competing explanations, develop predictions, propose mechanisms, for scientific inquiry across domains."
infographics,claude-scientific-writer,skills/claude-scientific-writer/skills/infographics/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/infographics/SKILL.md,"Create professional infographics using Nano Banana Pro AI with smart iterative refinement. Uses Gemini 3 Pro for quality review. Integrates research-lookup and web search for accurate data. Supports 10 infographic types, 8 industry styles, and colorblind-safe palettes."
latex-posters,claude-scientific-writer,skills/claude-scientific-writer/skills/latex-posters/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,,"Create professional research posters in LaTeX using beamerposter, tikzposter, or baposter. Support for conference presentations, academic posters, and scientific communication. Includes layout design, color schemes, multi-column formats, figure integration, and poster-specific best practices for visual communication."
literature-review,claude-scientific-writer,skills/claude-scientific-writer/skills/literature-review/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/literature-review/SKILL.md,"Conduct comprehensive, systematic literature reviews using multiple academic databases (PubMed, arXiv, bioRxiv, Semantic Scholar, etc.). This skill should be used when conducting systematic literature reviews, meta-analyses, research synthesis, or comprehensive literature searches across biomedical, scientific, and technical domains. Creates professionally formatted markdown documents and PDFs with verified citations in multiple citation styles (APA, Nature, Vancouver, etc.)."
market-research-reports,claude-scientific-writer,skills/claude-scientific-writer/skills/market-research-reports/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/market-research-reports/SKILL.md,"Generate comprehensive market research reports (50+ pages) in the style of top consulting firms (McKinsey, BCG, Gartner). Features professional LaTeX formatting, extensive visual generation with scientific-schematics and generate-image, deep integration with research-lookup for data gathering, and multi-framework strategic analysis including Porter's Five Forces, PESTLE, SWOT, TAM/SAM/SOM, and BCG Matrix."
markitdown,claude-scientific-writer,skills/claude-scientific-writer/skills/markitdown/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,MIT,,,True,False,skills/claude-scientific-writer/.claude/skills/markitdown/SKILL.md,"Convert files and office documents to Markdown. Supports PDF, DOCX, PPTX, XLSX, images (with OCR), audio (with transcription), HTML, CSV, JSON, XML, ZIP, YouTube URLs, EPubs and more."
paper-2-web,claude-scientific-writer,skills/claude-scientific-writer/skills/paper-2-web/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/paper-2-web/SKILL.md,"This skill should be used when converting academic papers into promotional and presentation formats including interactive websites (Paper2Web), presentation videos (Paper2Video), and conference posters (Paper2Poster). Use this skill for tasks involving paper dissemination, conference preparation, creating explorable academic homepages, generating video abstracts, or producing print-ready posters from LaTeX or PDF sources."
parallel-web,claude-scientific-writer,skills/claude-scientific-writer/skills/parallel-web/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,,"All-in-one web toolkit powered by parallel-cli, with a strong emphasis on academic and scientific sources. Use this skill whenever the user needs to search the web, fetch/extract URL content, enrich data with web-sourced fields, or run deep research reports. Covers: web search (fast lookups, research, current info — prioritizing peer-reviewed papers, preprints, and scholarly databases), URL extraction (fetching pages, articles, academic PDFs), bulk data enrichment (adding fields to CSV/lists from the web), and deep research (exhaustive multi-source reports grounded in academic literature). Also handles setup, status checks, and result retrieval. Use this skill for ANY web-related task — even if the user doesn't mention 'parallel' or 'web' explicitly. If they want to look something up, fetch a page, enrich a dataset, investigate a topic, find academic papers, check citations, or review scientific literature, this is the skill to use."
peer-review,claude-scientific-writer,skills/claude-scientific-writer/skills/peer-review/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/peer-review/SKILL.md,"Systematic peer review toolkit. Evaluate methodology, statistics, design, reproducibility, ethics, figure integrity, reporting standards, for manuscript and grant review across disciplines."
pptx-posters,claude-scientific-writer,skills/claude-scientific-writer/skills/pptx-posters/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,MIT license,,,True,False,,"Create research posters using HTML/CSS that can be exported to PDF or PPTX. Use this skill ONLY when the user explicitly requests PowerPoint/PPTX poster format. For standard research posters, use latex-posters instead. This skill provides modern web-based poster design with responsive layouts and easy visual integration."
research-grants,claude-scientific-writer,skills/claude-scientific-writer/skills/research-grants/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/research-grants/SKILL.md,"Write competitive research proposals for NSF, NIH, DOE, and DARPA. Agency-specific formatting, review criteria, budget preparation, broader impacts, significance statements, innovation narratives, and compliance with submission requirements."
research-lookup,claude-scientific-writer,skills/claude-scientific-writer/skills/research-lookup/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,MIT license,,,True,False,,"Look up current research information using parallel-cli search (primary, fast web search) or the Parallel Chat API (deep research). Automatically routes queries to the best backend. Use for finding papers, gathering research data, and verifying scientific information."
scholar-evaluation,claude-scientific-writer,skills/claude-scientific-writer/skills/scholar-evaluation/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,False,False,skills/claude-scientific-writer/.claude/skills/scholar-evaluation/SKILL.md,"Apply the ScholarEval framework to systematically evaluate scholarly and research work. This skill provides structured evaluation methodology based on peer-reviewed research assessment criteria, enabling comprehensive analysis of academic papers, research proposals, literature reviews, and scholarly writing across multiple quality dimensions."
scientific-critical-thinking,claude-scientific-writer,skills/claude-scientific-writer/skills/scientific-critical-thinking/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/scientific-critical-thinking/SKILL.md,"Evaluate research rigor. Assess methodology, experimental design, statistical validity, biases, confounding, evidence quality (GRADE, Cochrane ROB), for critical analysis of scientific claims."
scientific-schematics,claude-scientific-writer,skills/claude-scientific-writer/skills/scientific-schematics/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,MIT license,,,True,False,,"Create publication-quality scientific diagrams using Nano Banana 2 AI with smart iterative refinement. Uses Gemini 3.1 Pro Preview for quality review. Only regenerates if quality is below threshold for your document type. Specialized in neural network architectures, system diagrams, flowcharts, biological pathways, and complex scientific visualizations."
scientific-slides,claude-scientific-writer,skills/claude-scientific-writer/skills/scientific-slides/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,MIT license,,,True,False,,"Build slide decks and presentations for research talks. Use this for making PowerPoint slides, conference presentations, seminar talks, research presentations, thesis defense slides, or any scientific talk. Provides slide structure, design templates, timing guidance, and visual validation. Works with PowerPoint and LaTeX Beamer."
scientific-writing,claude-scientific-writer,skills/claude-scientific-writer/skills/scientific-writing/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,MIT license,,,True,False,,"Core skill for the deep research and writing tool. Write scientific manuscripts in full paragraphs (never bullet points). Use two-stage process with (1) section outlines with key points using research-lookup then (2) convert to flowing prose. IMRAD structure, citations (APA/AMA/Vancouver), figures/tables, reporting guidelines (CONSORT/STROBE/PRISMA), for research papers and journal submissions."
treatment-plans,claude-scientific-writer,skills/claude-scientific-writer/skills/treatment-plans/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/treatment-plans/SKILL.md,"Generate concise (3-4 page), focused medical treatment plans in LaTeX/PDF format for all clinical specialties. Supports general medical treatment, rehabilitation therapy, mental health care, chronic disease management, perioperative care, and pain management. Includes SMART goal frameworks, evidence-based interventions with minimal text citations, regulatory compliance (HIPAA), and professional formatting. Prioritizes brevity and clinical actionability."
venue-templates,claude-scientific-writer,skills/claude-scientific-writer/skills/venue-templates/SKILL.md,https://github.com/K-Dense-AI/claude-scientific-writer,,,,True,False,skills/claude-scientific-writer/.claude/skills/venue-templates/SKILL.md,"Access comprehensive LaTeX templates, formatting requirements, and submission guidelines for major scientific publication venues (Nature, Science, PLOS, IEEE, ACM), academic conferences (NeurIPS, ICML, CVPR, CHI), research posters, and grant proposals (NSF, NIH, DOE, DARPA). This skill should be used when preparing manuscripts for journal submission, conference papers, research posters, or grant proposals and need venue-specific formatting requirements and templates."
analyze,co-researcher,skills/co-researcher/.codex/skills/analyze/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"Critically analyze content, claims, or arguments with rigorous evaluation."
bibliography,co-researcher,skills/co-researcher/.codex/skills/bibliography/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,Generate formatted bibliography and citations in various academic styles.
ethics,co-researcher,skills/co-researcher/.codex/skills/ethics/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"Research ethics, IRB compliance, and data privacy analysis."
grant,co-researcher,skills/co-researcher/.codex/skills/grant/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"Transform research ideas into compelling, fundable grant proposals (NSF, NIH, ERC)."
methodology,co-researcher,skills/co-researcher/.codex/skills/methodology/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"Research methodology selection, design, and validation guidance."
research,co-researcher,skills/co-researcher/.codex/skills/research/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,Start a research project with intelligent agent orchestration
review,co-researcher,skills/co-researcher/.codex/skills/review/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,PhD-level academic manuscript and research proposal review.
synthesize,co-researcher,skills/co-researcher/.codex/skills/synthesize/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,Synthesize findings from multiple sources into coherent conclusions with uncertainty quantification.
academic-writing,co-researcher,skills/co-researcher/skills/academic-writing/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when producing any research prose — literature reviews, syntheses, analyses, methodology descriptions, discussion sections, abstracts, or any written output intended for an academic audience."
critical-analysis,co-researcher,skills/co-researcher/skills/critical-analysis/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when analyzing claims, evaluating evidence, or Identifying logical fallacies in research."
ethics-review,co-researcher,skills/co-researcher/skills/ethics-review/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when identifying ethical risks, ensuring participant privacy, or preparing IRB applications."
grant-proposal,co-researcher,skills/co-researcher/skills/grant-writing/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when drafting grant proposals, refining research aims, or aligning projects with agency priorities."
hypothesis-testing,co-researcher,skills/co-researcher/skills/hypothesis-testing/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when formulating testable hypotheses, designing experimental controls, or defining falsification criteria."
lateral-thinking,co-researcher,skills/co-researcher/skills/lateral-thinking/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when seeking cross-domain analogies, applying first-principles reasoning, or overcoming creative bottlenecks."
literature-review,co-researcher,skills/co-researcher/skills/literature-review/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when synthesizing existing knowledge, identifying research gaps, or tracing the evolution of scientific ideas."
multi-source-investigation,co-researcher,skills/co-researcher/skills/multi-source-investigation/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,You must use this when investigating complex claims across diverse sources or fact-checking contradictory information.
peer-review,co-researcher,skills/co-researcher/skills/peer-review/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when critiquing academic manuscripts, evaluating methodological rigor, or providing structured reviewer feedback."
qualitative-research,co-researcher,skills/co-researcher/skills/qualitative-research/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when designing qualitative studies, developing coding schemes, or performing thematic analysis."
quantitative-analysis,co-researcher,skills/co-researcher/skills/quantitative-analysis/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when selecting statistical tests, interpreting effect sizes, or conducting power analysis."
research-manager,co-researcher,skills/co-researcher/skills/research-manager/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"Use this when starting a new research project or managing a complex, multi-step research workflow."
research-methodology,co-researcher,skills/co-researcher/skills/research-methodology/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when matching research questions to appropriate designs, sampling strategies, or validity controls."
research-synthesis,co-researcher,skills/co-researcher/skills/research-synthesis/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,You must use this when merging findings from multiple studies into a coherent narrative with grounded evidence.
systematic-review,co-researcher,skills/co-researcher/skills/systematic-review/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"You must use this when conducting PRISMA-standard systematic reviews, protocol development, or Risk of Bias assessment."
using-co-researcher,co-researcher,skills/co-researcher/skills/using-co-researcher/SKILL.md,https://github.com/poemswe/co-researcher,,,,True,False,,"Use when understanding your capabilities, how to use skills, or the rules of the Co-Researcher system."
office-academic-skill,codex-academic-skills,skills/codex-academic-skills/office-academic-skill/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,,,,True,False,,"Chinese-first academic Word and PowerPoint workflow for paper reading reports, thesis or group-meeting PPTs, editable DOCX/PPTX generation, Office file inspection, template matching, speaker notes, and layout quality checks. Use when the user asks to read papers into Word reports, create or polish PPT/PPTX, convert paper/thesis materials into slides, edit DOCX/PPTX, inspect Office files, or produce Chinese academic presentation/report deliverables. Preserve English paper titles, formulas, variable names, software commands, and references."
research-writing-skill,codex-academic-skills,skills/codex-academic-skills/research-writing-skill/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,,,,True,False,,"Chinese-first research paper writing, revision, polishing, section drafting, rebuttal, peer-review response, thesis prose improvement, and manuscript argument planning. Use when the user asks to write or revise论文正文, abstracts, introductions, methods, results, discussion, conclusions, related work, responses to reviewers, LaTeX/Overleaf text, or academic prose. Preserve formulas, English paper titles, terms, citations, and measured results."
astropy,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/astropy/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,BSD-3-Clause license,,,True,False,,"Comprehensive Python library for astronomy and astrophysics. This skill should be used when working with astronomical data including celestial coordinates, physical units, FITS files, cosmological calculations, time systems, tables, world coordinate systems (WCS), and astronomical data analysis. Use when tasks involve coordinate transformations, unit conversions, FITS file manipulation, cosmological distance calculations, time scale conversions, or astronomical data processing."
citation-management,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/citation-management/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT License,,,True,False,,"Comprehensive citation management for academic research. Search Google Scholar and PubMed for papers, extract accurate metadata, validate citations, and generate properly formatted BibTeX entries. This skill should be used when you need to find papers, verify citation information, convert DOIs to BibTeX, or ensure reference accuracy in scientific writing."
exploratory-data-analysis,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/exploratory-data-analysis/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT license,,,True,False,,"Perform comprehensive exploratory data analysis on scientific data files across 200+ file formats. This skill should be used when analyzing any scientific data file to understand its structure, content, quality, and characteristics. Automatically detects file type and generates detailed markdown reports with format-specific analysis, quality metrics, and downstream analysis recommendations. Covers chemistry, bioinformatics, microscopy, spectroscopy, proteomics, metabolomics, and general scientific data formats."
literature-review,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/literature-review/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT license,,,True,False,,"Conduct comprehensive, systematic literature reviews using multiple academic databases (PubMed, arXiv, bioRxiv, Semantic Scholar, etc.). This skill should be used when conducting systematic literature reviews, meta-analyses, research synthesis, or comprehensive literature searches across biomedical, scientific, and technical domains. Creates professionally formatted markdown documents and PDFs with verified citations in multiple citation styles (APA, Nature, Vancouver, etc.)."
matlab,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/matlab/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,For MATLAB (https://www.mathworks.com/pricing-licensing.html) and for Octave (GNU General Public License version 3),,,True,False,,"MATLAB and GNU Octave numerical computing for matrix operations, data analysis, visualization, and scientific computing. Use when writing MATLAB/Octave scripts for linear algebra, signal processing, image processing, differential equations, optimization, statistics, or creating scientific visualizations. Also use when the user needs help with MATLAB syntax, functions, or wants to convert between MATLAB and Python code. Scripts can be executed with MATLAB or the open-source GNU Octave interpreter."
matplotlib,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/matplotlib/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,https://github.com/matplotlib/matplotlib/tree/main/LICENSE,,,True,False,,"Low-level plotting library for full customization. Use when you need fine-grained control over every plot element, creating novel plot types, or integrating with specific scientific workflows. Export to PNG/PDF/SVG for publication. For quick statistical plots use seaborn; for interactive plots use plotly; for publication-ready multi-panel figures with journal styling, use scientific-visualization."
networkx,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/networkx/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,3-clause BSD license,,,True,False,,"Comprehensive toolkit for creating, analyzing, and visualizing complex networks and graphs in Python. Use when working with network/graph data structures, analyzing relationships between entities, computing graph algorithms (shortest paths, centrality, clustering), detecting communities, generating synthetic networks, or visualizing network topologies. Applicable to social networks, biological networks, transportation systems, citation networks, and any domain involving pairwise relationships."
paper-lookup,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/paper-lookup/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,,,,True,False,,"Search 10 academic paper databases via REST APIs for research papers, preprints, and scholarly articles. Covers PubMed, PMC (full text), bioRxiv, medRxiv, arXiv, OpenAlex, Crossref, Semantic Scholar, CORE, Unpaywall. Use when searching for papers, citations, DOI/PMID lookups, abstracts, full text, open access, preprints, citation graphs, author search, or any scholarly literature query. Triggers on mentions of any supported database or requests like ""find papers on X"" or ""look up this DOI""."
pdf,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/pdf/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,Proprietary. LICENSE.txt has complete terms,,,True,False,,"Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combining or merging multiple PDFs into one, splitting PDFs apart, rotating pages, adding watermarks, creating new PDFs, filling PDF forms, encrypting/decrypting PDFs, extracting images, and OCR on scanned PDFs to make them searchable. If the user mentions a .pdf file or asks to produce one, use this skill."
pymatgen,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/pymatgen/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT license,,,True,False,,"Materials science toolkit. Crystal structures (CIF, POSCAR), phase diagrams, band structure, DOS, Materials Project integration, format conversion, for computational materials science."
pymoo,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/pymoo/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,Apache-2.0 license,,,True,False,,"Multi-objective optimization framework. NSGA-II, NSGA-III, MOEA/D, Pareto fronts, constraint handling, benchmarks (ZDT, DTLZ), for engineering design and optimization problems."
qutip,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/qutip/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,BSD-3-Clause license,,,True,False,,"Quantum physics simulation library for open quantum systems. Use when studying master equations, Lindblad dynamics, decoherence, quantum optics, or cavity QED. Best for physics research, open system dynamics, and educational simulations. NOT for circuit-based quantum computing—use qiskit, cirq, or pennylane for quantum algorithms and hardware execution."
scientific-visualization,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/scientific-visualization/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT license,,,True,False,,"Meta-skill for publication-ready figures. Use when creating journal submission figures requiring multi-panel layouts, significance annotations, error bars, colorblind-safe palettes, and specific journal formatting (Nature, Science, Cell). Orchestrates matplotlib/seaborn/plotly with publication styles. For quick exploration use seaborn or plotly directly."
scikit-learn,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/scikit-learn/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,BSD-3-Clause license,,,True,False,,"Machine learning in Python with scikit-learn. Use when working with supervised learning (classification, regression), unsupervised learning (clustering, dimensionality reduction), model evaluation, hyperparameter tuning, preprocessing, or building ML pipelines. Provides comprehensive reference documentation for algorithms, preprocessing techniques, pipelines, and best practices."
seaborn,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/seaborn/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,BSD-3-Clause license,,,True,False,,"Statistical visualization with pandas integration. Use for quick exploration of distributions, relationships, and categorical comparisons with attractive defaults. Best for box plots, violin plots, pair plots, heatmaps. Built on matplotlib. For interactive plots use plotly; for publication styling use scientific-visualization."
simpy,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/simpy/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT license,,,True,False,,"Process-based discrete-event simulation framework in Python. Use this skill when building simulations of systems with processes, queues, resources, and time-based events such as manufacturing systems, service operations, network traffic, logistics, or any system where entities interact with shared resources over time."
statistical-analysis,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/statistical-analysis/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,MIT license,,,True,False,,"Guided statistical analysis with test selection and reporting. Use when you need help choosing appropriate tests for your data, assumption checking, power analysis, and APA-formatted results. Best for academic research reporting, test selection guidance. For implementing specific models programmatically use statsmodels."
statsmodels,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/statsmodels/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,BSD-3-Clause license,,,True,False,,"Statistical models library for Python. Use when you need specific model classes (OLS, GLM, mixed models, ARIMA) with detailed diagnostics, residuals, and inference. Best for econometrics, time series, rigorous inference with coefficient tables. For guided statistical test selection with APA reporting use statistical-analysis."
sympy,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/sympy/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,https://github.com/sympy/sympy/blob/master/LICENSE,,,True,False,,"Use this skill when working with symbolic mathematics in Python. This skill should be used for symbolic computation tasks including solving equations algebraically, performing calculus operations (derivatives, integrals, limits), manipulating algebraic expressions, working with matrices symbolically, physics calculations, number theory problems, geometry computations, and generating executable code from mathematical expressions. Apply this skill when the user needs exact symbolic results rather than numerical approximations, or when working with mathematical formulas that contain variables and parameters."
timesfm-forecasting,codex-academic-skills,skills/codex-academic-skills/scientific-toolkit-skill/references/scientific-skills/timesfm-forecasting/SKILL.md,https://github.com/zLanqing/codex-claude-academic-skills,Apache-2.0 license,,,True,False,,"Zero-shot time series forecasting with Google's TimesFM foundation model. Use for any univariate time series (sales, sensors, energy, vitals, weather) without training a custom model. Supports CSV/DataFrame/array inputs with point forecasts and prediction intervals. Includes a preflight system checker script to verify RAM/GPU before first use."
